1,1.00024,1.00048,1.00072,1.00096,1.0012,1.00144,1.00169,1.00193,1.00218,1.00243,1.00268,1.00294,1.0032,1.00346,1.00372,1.00399,1.00425,1.00453,1.0048,1.00508,1.00537,1.00565,1.00594,1.00623,1.00653,1.00683,1.00713,1.00744,1.00775,1.00806,1.00838,1.00869,1.00902,1.00934,1.00966,1.00999,1.01032,1.01065,1.01098,1.01131,1.01164,1.01197,1.0123,1.01263,1.01296,1.01328,1.01361,1.01393,1.01425,1.01456,1.01487,1.01517,1.01547,1.01576,1.01604,1.01631,1.01657,1.01683,1.01707,1.0173,1.01751,1.01771,1.01789,1.01806,1.01821,1.01834,1.01844,1.01853,1.01859,1.01862,1.01862,1.0186,1.01854,1.01846,1.01833,1.01818,1.01798,1.01774,1.01746,1.01714,1.01678,1.01636,1.0159,1.0154,1.01484,1.01423,1.01357,1.01287,1.01211,1.0113,1.01045,1.00955,1.00861,1.00763,1.00661,1.00556,1.00448,1.00338,1.00227,1.00114,1
1,1.00024,1.00047,1.00071,1.00095,1.00119,1.00143,1.00167,1.00192,1.00216,1.00241,1.00266,1.00291,1.00316,1.00342,1.00368,1.00394,1.00421,1.00448,1.00475,1.00502,1.0053,1.00558,1.00586,1.00615,1.00644,1.00673,1.00703,1.00733,1.00763,1.00793,1.00824,1.00855,1.00886,1.00917,1.00948,1.0098,1.01012,1.01043,1.01075,1.01107,1.01139,1.01171,1.01203,1.01234,1.01266,1.01297,1.01328,1.01358,1.01388,1.01418,1.01447,1.01476,1.01504,1.01531,1.01558,1.01583,1.01608,1.01632,1.01654,1.01675,1.01695,1.01713,1.0173,1.01745,1.01758,1.01769,1.01778,1.01784,1.01789,1.01791,1.0179,1.01786,1.01779,1.01769,1.01756,1.01739,1.01719,1.01695,1.01667,1.01635,1.01598,1.01558,1.01513,1.01463,1.01409,1.0135,1.01286,1.01218,1.01146,1.01068,1.00987,1.00902,1.00812,1.00719,1.00623,1.00524,1.00422,1.00318,1.00213,1.00107,1
1,1.00024,1.00047,1.00071,1.00094,1.00118,1.00142,1.00166,1.0019,1.00214,1.00239,1.00263,1.00288,1.00313,1.00338,1.00364,1.0039,1.00416,1.00442,1.00469,1.00496,1.00523,1.0055,1.00578,1.00606,1.00634,1.00663,1.00692,1.00721,1.0075,1.0078,1.00809,1.00839,1.00869,1.009,1.0093,1.00961,1.00991,1.01022,1.01053,1.01083,1.01114,1.01145,1.01175,1.01205,1.01235,1.01265,1.01295,1.01324,1.01353,1.01381,1.01409,1.01436,1.01462,1.01488,1.01513,1.01537,1.0156,1.01582,1.01602,1.01622,1.0164,1.01656,1.01671,1.01685,1.01696,1.01706,1.01713,1.01718,1.01721,1.01722,1.0172,1.01715,1.01707,1.01696,1.01682,1.01665,1.01644,1.0162,1.01591,1.01559,1.01523,1.01483,1.01439,1.01391,1.01338,1.01281,1.0122,1.01154,1.01085,1.01011,1.00933,1.00852,1.00767,1.00679,1.00588,1.00494,1.00398,1.003,1.00201,1.00101,1
1,1.00023,1.00047,1.0007,1.00093,1.00117,1.0014,1.00164,1.00188,1.00212,1.00236,1.0026,1.00285,1.0031,1.00334,1.0036,1.00385,1.00411,1.00436,1.00463,1.00489,1.00516,1.00542,1.0057,1.00597,1.00625,1.00652,1.0068,1.00709,1.00737,1.00766,1.00795,1.00824,1.00853,1.00883,1.00912,1.00941,1.00971,1.01001,1.0103,1.0106,1.01089,1.01119,1.01148,1.01177,1.01206,1.01234,1.01262,1.0129,1.01317,1.01344,1.01371,1.01396,1.01421,1.01445,1.01469,1.01491,1.01513,1.01533,1.01552,1.0157,1.01586,1.01602,1.01615,1.01627,1.01637,1.01645,1.01651,1.01655,1.01657,1.01656,1.01653,1.01647,1.01638,1.01626,1.01612,1.01594,1.01573,1.01548,1.0152,1.01488,1.01453,1.01413,1.0137,1.01323,1.01272,1.01217,1.01158,1.01095,1.01028,1.00957,1.00883,1.00806,1.00725,1.00641,1.00555,1.00466,1.00375,1.00283,1.00189,1.00095,1
1,1.00023,1.00046,1.00069,1.00092,1.00116,1.00139,1.00162,1.00186,1.00209,1.00233,1.00257,1.00281,1.00306,1.0033,1.00355,1.0038,1.00405,1.0043,1.00456,1.00482,1.00508,1.00534,1.00561,1.00588,1.00614,1.00642,1.00669,1.00697,1.00724,1.00752,1.0078,1.00808,1.00837,1.00865,1.00894,1.00922,1.00951,1.00979,1.01008,1.01036,1.01065,1.01093,1.01121,1.01149,1.01176,1.01203,1.0123,1.01257,1.01283,1.01308,1.01333,1.01357,1.01381,1.01404,1.01425,1.01446,1.01466,1.01485,1.01503,1.01519,1.01535,1.01548,1.0156,1.01571,1.01579,1.01586,1.01591,1.01594,1.01594,1.01592,1.01588,1.01581,1.01572,1.01559,1.01544,1.01526,1.01505,1.0148,1.01452,1.0142,1.01385,1.01347,1.01305,1.01259,1.01209,1.01156,1.01099,1.01039,1.00975,1.00907,1.00836,1.00763,1.00686,1.00606,1.00525,1.00441,1.00355,1.00267,1.00179,1.0009,1
1,1.00023,1.00046,1.00068,1.00091,1.00114,1.00137,1.0016,1.00184,1.00207,1.0023,1.00254,1.00278,1.00302,1.00326,1.0035,1.00375,1.00399,1.00424,1.00449,1.00475,1.005,1.00526,1.00552,1.00578,1.00604,1.00631,1.00657,1.00684,1.00711,1.00738,1.00766,1.00793,1.0082,1.00848,1.00875,1.00903,1.0093,1.00958,1.00985,1.01013,1.0104,1.01067,1.01094,1.01121,1.01147,1.01173,1.01199,1.01224,1.01248,1.01273,1.01296,1.01319,1.01341,1.01363,1.01383,1.01403,1.01421,1.01439,1.01455,1.0147,1.01484,1.01496,1.01507,1.01516,1.01524,1.01529,1.01533,1.01535,1.01534,1.01531,1.01526,1.01519,1.01508,1.01496,1.0148,1.01461,1.0144,1.01415,1.01387,1.01356,1.01322,1.01284,1.01243,1.01199,1.01151,1.01099,1.01044,1.00986,1.00925,1.0086,1.00793,1.00723,1.0065,1.00574,1.00496,1.00417,1.00335,1.00253,1.00169,1.00085,1
1,1.00023,1.00045,1.00068,1.0009,1.00113,1.00136,1.00158,1.00181,1.00204,1.00227,1.00251,1.00274,1.00298,1.00321,1.00345,1.00369,1.00394,1.00418,1.00443,1.00467,1.00492,1.00517,1.00543,1.00568,1.00594,1.0062,1.00646,1.00672,1.00698,1.00724,1.00751,1.00777,1.00804,1.0083,1.00857,1.00884,1.0091,1.00937,1.00963,1.00989,1.01016,1.01042,1.01067,1.01093,1.01118,1.01143,1.01167,1.01191,1.01215,1.01238,1.0126,1.01282,1.01303,1.01323,1.01342,1.0136,1.01377,1.01394,1.01409,1.01423,1.01435,1.01446,1.01456,1.01464,1.0147,1.01474,1.01477,1.01478,1.01476,1.01473,1.01467,1.01458,1.01448,1.01434,1.01418,1.014,1.01378,1.01354,1.01326,1.01296,1.01262,1.01225,1.01185,1.01142,1.01095,1.01046,1.00993,1.00937,1.00878,1.00817,1.00752,1.00685,1.00616,1.00544,1.0047,1.00395,1.00317,1.00239,1.0016,1.0008,1
1,1.00022,1.00044,1.00067,1.00089,1.00111,1.00134,1.00156,1.00179,1.00201,1.00224,1.00247,1.0027,1.00293,1.00317,1.0034,1.00364,1.00387,1.00411,1.00435,1.0046,1.00484,1.00509,1.00533,1.00558,1.00583,1.00608,1.00634,1.00659,1.00684,1.0071,1.00736,1.00761,1.00787,1.00813,1.00839,1.00864,1.0089,1.00916,1.00941,1.00966,1.00991,1.01016,1.01041,1.01065,1.0109,1.01113,1.01136,1.01159,1.01182,1.01203,1.01224,1.01245,1.01265,1.01283,1.01301,1.01319,1.01335,1.0135,1.01363,1.01376,1.01387,1.01397,1.01406,1.01413,1.01418,1.01421,1.01423,1.01423,1.01421,1.01416,1.0141,1.01401,1.0139,1.01376,1.0136,1.01341,1.01319,1.01295,1.01268,1.01238,1.01205,1.01169,1.0113,1.01088,1.01043,1.00995,1.00945,1.00891,1.00835,1.00776,1.00714,1.0065,1.00584,1.00516,1.00446,1.00374,1.00301,1.00227,1.00152,1.00076,1
1,1.00022,1.00044,1.00066,1.00088,1.0011,1.00132,1.00154,1.00176,1.00199,1.00221,1.00243,1.00266,1.00289,1.00312,1.00335,1.00358,1.00381,1.00405,1.00428,1.00452,1.00476,1.005,1.00524,1.00548,1.00573,1.00597,1.00622,1.00646,1.00671,1.00696,1.00721,1.00746,1.00771,1.00795,1.0082,1.00845,1.0087,1.00894,1.00919,1.00943,1.00967,1.00991,1.01015,1.01038,1.01061,1.01084,1.01106,1.01128,1.01149,1.0117,1.0119,1.01209,1.01227,1.01245,1.01262,1.01278,1.01293,1.01307,1.01319,1.01331,1.01341,1.0135,1.01357,1.01363,1.01368,1.0137,1.01371,1.0137,1.01367,1.01362,1.01355,1.01346,1.01334,1.0132,1.01304,1.01285,1.01263,1.01239,1.01213,1.01183,1.01151,1.01116,1.01078,1.01038,1.00994,1.00948,1.00899,1.00848,1.00794,1.00737,1.00678,1.00617,1.00554,1.00489,1.00423,1.00355,1.00285,1.00215,1.00144,1.00072,1
1,1.00022,1.00043,1.00065,1.00086,1.00108,1.0013,1.00152,1.00174,1.00196,1.00218,1.0024,1.00262,1.00284,1.00307,1.00329,1.00352,1.00375,1.00398,1.00421,1.00444,1.00467,1.00491,1.00514,1.00538,1.00562,1.00586,1.00609,1.00633,1.00657,1.00682,1.00706,1.0073,1.00754,1.00778,1.00802,1.00826,1.0085,1.00874,1.00897,1.00921,1.00944,1.00967,1.00989,1.01012,1.01034,1.01055,1.01076,1.01097,1.01117,1.01137,1.01155,1.01174,1.01191,1.01208,1.01223,1.01238,1.01252,1.01265,1.01277,1.01287,1.01296,1.01304,1.01311,1.01316,1.01319,1.01321,1.01321,1.01319,1.01315,1.0131,1.01302,1.01293,1.01281,1.01267,1.0125,1.01231,1.0121,1.01186,1.0116,1.01131,1.011,1.01066,1.01029,1.0099,1.00948,1.00903,1.00856,1.00807,1.00755,1.00701,1.00645,1.00587,1.00527,1.00465,1.00401,1.00337,1.00271,1.00204,1.00136,1.00068,1
1,1.00021,1.00043,1.00064,1.00085,1.00106,1.00128,1.00149,1.00171,1.00192,1.00214,1.00236,1.00258,1.0028,1.00302,1.00324,1.00346,1.00368,1.00391,1.00413,1.00436,1.00459,1.00482,1.00505,1.00528,1.00551,1.00574,1.00597,1.00621,1.00644,1.00667,1.00691,1.00714,1.00737,1.00761,1.00784,1.00807,1.0083,1.00853,1.00876,1.00898,1.0092,1.00942,1.00964,1.00985,1.01006,1.01027,1.01047,1.01067,1.01086,1.01104,1.01122,1.01139,1.01155,1.01171,1.01186,1.012,1.01212,1.01224,1.01235,1.01244,1.01253,1.0126,1.01265,1.01269,1.01272,1.01273,1.01272,1.0127,1.01266,1.0126,1.01252,1.01242,1.0123,1.01215,1.01199,1.0118,1.01159,1.01136,1.0111,1.01082,1.01051,1.01018,1.00982,1.00944,1.00904,1.00861,1.00816,1.00769,1.00719,1.00667,1.00613,1.00558,1.00501,1.00442,1.00381,1.0032,1.00257,1.00194,1.00129,1.00065,1
1,1.00021,1.00042,1.00063,1.00084,1.00105,1.00126,1.00147,1.00168,1.00189,1.00211,1.00232,1.00253,1.00275,1.00296,1.00318,1.0034,1.00362,1.00384,1.00406,1.00428,1.0045,1.00472,1.00495,1.00517,1.0054,1.00562,1.00585,1.00608,1.0063,1.00653,1.00676,1.00698,1.00721,1.00743,1.00766,1.00788,1.0081,1.00832,1.00854,1.00876,1.00897,1.00918,1.00939,1.00959,1.00979,1.00999,1.01018,1.01037,1.01055,1.01072,1.01089,1.01105,1.01121,1.01135,1.01149,1.01162,1.01174,1.01185,1.01194,1.01203,1.01211,1.01217,1.01221,1.01225,1.01227,1.01227,1.01226,1.01223,1.01218,1.01212,1.01203,1.01193,1.01181,1.01166,1.0115,1.01131,1.01111,1.01088,1.01062,1.01035,1.01005,1.00973,1.00938,1.00902,1.00863,1.00821,1.00778,1.00732,1.00685,1.00635,1.00584,1.00531,1.00476,1.0042,1.00362,1.00304,1.00244,1.00184,1.00123,1.00062,1
1,1.00021,1.00041,1.00062,1.00082,1.00103,1.00124,1.00144,1.00165,1.00186,1.00207,1.00228,1.00249,1.0027,1.00291,1.00312,1.00334,1.00355,1.00377,1.00398,1.0042,1.00441,1.00463,1.00485,1.00507,1.00529,1.00551,1.00573,1.00595,1.00617,1.00639,1.00661,1.00683,1.00704,1.00726,1.00748,1.00769,1.00791,1.00812,1.00833,1.00854,1.00874,1.00894,1.00914,1.00934,1.00953,1.00972,1.0099,1.01007,1.01025,1.01041,1.01057,1.01072,1.01087,1.01101,1.01113,1.01125,1.01136,1.01146,1.01155,1.01163,1.0117,1.01175,1.01179,1.01182,1.01183,1.01183,1.01181,1.01177,1.01172,1.01165,1.01157,1.01146,1.01134,1.0112,1.01103,1.01085,1.01064,1.01042,1.01017,1.0099,1.00961,1.0093,1.00897,1.00861,1.00823,1.00784,1.00742,1.00698,1.00653,1.00605,1.00556,1.00505,1.00453,1.004,1.00345,1.00289,1.00232,1.00175,1.00117,1.00059,1
1,1.0002,1.0004,1.00061,1.00081,1.00101,1.00122,1.00142,1.00162,1.00183,1.00203,1.00224,1.00244,1.00265,1.00286,1.00307,1.00327,1.00348,1.00369,1.0039,1.00412,1.00433,1.00454,1.00475,1.00496,1.00518,1.00539,1.0056,1.00582,1.00603,1.00624,1.00646,1.00667,1.00688,1.00709,1.0073,1.00751,1.00771,1.00792,1.00812,1.00832,1.00851,1.00871,1.0089,1.00909,1.00927,1.00945,1.00962,1.00979,1.00995,1.01011,1.01026,1.0104,1.01054,1.01067,1.01078,1.0109,1.011,1.01109,1.01117,1.01124,1.0113,1.01135,1.01138,1.0114,1.01141,1.0114,1.01138,1.01134,1.01128,1.01121,1.01112,1.01102,1.01089,1.01075,1.01059,1.0104,1.0102,1.00998,1.00974,1.00948,1.00919,1.00889,1.00857,1.00823,1.00786,1.00748,1.00708,1.00666,1.00622,1.00577,1.0053,1.00481,1.00431,1.0038,1.00328,1.00275,1.00221,1.00166,1.00111,1.00056,1
1,1.0002,1.0004,1.0006,1.00079,1.00099,1.00119,1.00139,1.00159,1.00179,1.00199,1.0022,1.0024,1.0026,1.0028,1.00301,1.00321,1.00342,1.00362,1.00383,1.00403,1.00424,1.00445,1.00465,1.00486,1.00507,1.00527,1.00548,1.00569,1.0059,1.0061,1.00631,1.00651,1.00672,1.00692,1.00712,1.00732,1.00752,1.00772,1.00791,1.0081,1.00829,1.00848,1.00866,1.00884,1.00901,1.00918,1.00935,1.00951,1.00966,1.00981,1.00995,1.01009,1.01021,1.01033,1.01045,1.01055,1.01064,1.01073,1.0108,1.01086,1.01091,1.01095,1.01098,1.011,1.011,1.01098,1.01096,1.01092,1.01086,1.01078,1.01069,1.01059,1.01046,1.01032,1.01016,1.00998,1.00978,1.00956,1.00933,1.00907,1.0088,1.0085,1.00819,1.00786,1.00751,1.00714,1.00676,1.00635,1.00593,1.0055,1.00505,1.00459,1.00411,1.00362,1.00313,1.00262,1.0021,1.00158,1.00106,1.00053,1
1,1.00019,1.00039,1.00058,1.00078,1.00098,1.00117,1.00137,1.00156,1.00176,1.00196,1.00215,1.00235,1.00255,1.00275,1.00295,1.00315,1.00335,1.00355,1.00375,1.00395,1.00415,1.00435,1.00455,1.00475,1.00496,1.00516,1.00536,1.00556,1.00576,1.00596,1.00616,1.00636,1.00656,1.00675,1.00695,1.00714,1.00733,1.00752,1.00771,1.00789,1.00807,1.00825,1.00842,1.00859,1.00876,1.00892,1.00908,1.00923,1.00938,1.00952,1.00965,1.00978,1.0099,1.01001,1.01011,1.01021,1.0103,1.01037,1.01044,1.0105,1.01054,1.01058,1.0106,1.01061,1.0106,1.01059,1.01055,1.01051,1.01045,1.01037,1.01028,1.01017,1.01005,1.00991,1.00975,1.00957,1.00938,1.00917,1.00894,1.00869,1.00842,1.00814,1.00783,1.00751,1.00718,1.00682,1.00645,1.00607,1.00566,1.00525,1.00482,1.00437,1.00392,1.00345,1.00298,1.00249,1.002,1.00151,1.00101,1.0005,1
1,1.00019,1.00038,1.00057,1.00077,1.00096,1.00115,1.00134,1.00153,1.00173,1.00192,1.00211,1.0023,1.0025,1.00269,1.00289,1.00308,1.00328,1.00347,1.00367,1.00386,1.00406,1.00426,1.00445,1.00465,1.00485,1.00504,1.00524,1.00543,1.00563,1.00582,1.00601,1.00621,1.0064,1.00659,1.00677,1.00696,1.00714,1.00732,1.0075,1.00768,1.00785,1.00802,1.00819,1.00835,1.00851,1.00867,1.00882,1.00896,1.0091,1.00923,1.00936,1.00948,1.00959,1.00969,1.00979,1.00988,1.00996,1.01003,1.01009,1.01014,1.01018,1.01021,1.01023,1.01023,1.01022,1.0102,1.01017,1.01012,1.01006,1.00998,1.00989,1.00978,1.00965,1.00951,1.00936,1.00918,1.00899,1.00879,1.00856,1.00832,1.00806,1.00779,1.00749,1.00719,1.00686,1.00652,1.00616,1.00579,1.00541,1.00501,1.0046,1.00417,1.00374,1.00329,1.00284,1.00238,1.00191,1.00144,1.00096,1.00048,1
1,1.00019,1.00037,1.00056,1.00075,1.00094,1.00113,1.00131,1.0015,1.00169,1.00188,1.00207,1.00226,1.00245,1.00264,1.00283,1.00302,1.00321,1.0034,1.00359,1.00378,1.00397,1.00416,1.00435,1.00454,1.00474,1.00493,1.00512,1.0053,1.00549,1.00568,1.00587,1.00605,1.00624,1.00642,1.0066,1.00678,1.00696,1.00713,1.0073,1.00747,1.00764,1.0078,1.00796,1.00812,1.00827,1.00842,1.00856,1.0087,1.00883,1.00895,1.00907,1.00918,1.00929,1.00939,1.00948,1.00956,1.00963,1.0097,1.00975,1.0098,1.00983,1.00985,1.00987,1.00987,1.00985,1.00983,1.00979,1.00974,1.00968,1.0096,1.00951,1.0094,1.00927,1.00914,1.00898,1.00881,1.00863,1.00842,1.00821,1.00797,1.00772,1.00745,1.00717,1.00687,1.00656,1.00623,1.00589,1.00553,1.00516,1.00478,1.00439,1.00398,1.00357,1.00314,1.00271,1.00227,1.00182,1.00137,1.00092,1.00046,1
1,1.00018,1.00037,1.00055,1.00073,1.00092,1.0011,1.00129,1.00147,1.00166,1.00184,1.00203,1.00221,1.0024,1.00258,1.00277,1.00295,1.00314,1.00332,1.00351,1.0037,1.00388,1.00407,1.00425,1.00444,1.00463,1.00481,1.00499,1.00518,1.00536,1.00554,1.00572,1.0059,1.00608,1.00626,1.00643,1.0066,1.00677,1.00694,1.00711,1.00727,1.00743,1.00759,1.00774,1.00789,1.00803,1.00817,1.00831,1.00844,1.00856,1.00868,1.00879,1.0089,1.009,1.00909,1.00917,1.00925,1.00931,1.00937,1.00942,1.00946,1.00949,1.00951,1.00952,1.00951,1.0095,1.00947,1.00943,1.00938,1.00931,1.00923,1.00914,1.00903,1.00891,1.00877,1.00862,1.00846,1.00827,1.00808,1.00786,1.00764,1.00739,1.00714,1.00686,1.00658,1.00627,1.00596,1.00563,1.00529,1.00493,1.00457,1.00419,1.0038,1.0034,1.003,1.00258,1.00216,1.00174,1.00131,1.00087,1.00044,1
1,1.00018,1.00036,1.00054,1.00072,1.0009,1.00108,1.00126,1.00144,1.00162,1.0018,1.00198,1.00216,1.00234,1.00253,1.00271,1.00289,1.00307,1.00325,1.00343,1.00361,1.00379,1.00398,1.00416,1.00434,1.00452,1.0047,1.00487,1.00505,1.00523,1.0054,1.00558,1.00575,1.00592,1.00609,1.00626,1.00643,1.00659,1.00676,1.00691,1.00707,1.00722,1.00737,1.00752,1.00766,1.0078,1.00793,1.00806,1.00818,1.0083,1.00841,1.00852,1.00862,1.00871,1.0088,1.00887,1.00894,1.00901,1.00906,1.0091,1.00914,1.00916,1.00918,1.00918,1.00917,1.00916,1.00913,1.00908,1.00903,1.00896,1.00888,1.00879,1.00868,1.00856,1.00843,1.00828,1.00811,1.00794,1.00775,1.00754,1.00732,1.00708,1.00683,1.00657,1.00629,1.006,1.0057,1.00538,1.00505,1.00471,1.00436,1.004,1.00363,1.00325,1.00286,1.00247,1.00206,1.00166,1.00125,1.00083,1.00042,1
1,1.00018,1.00035,1.00053,1.0007,1.00088,1.00106,1.00123,1.00141,1.00159,1.00176,1.00194,1.00212,1.00229,1.00247,1.00265,1.00282,1.003,1.00318,1.00335,1.00353,1.00371,1.00388,1.00406,1.00423,1.00441,1.00458,1.00475,1.00493,1.0051,1.00527,1.00544,1.0056,1.00577,1.00593,1.0061,1.00626,1.00642,1.00657,1.00672,1.00687,1.00702,1.00716,1.0073,1.00744,1.00757,1.0077,1.00782,1.00794,1.00805,1.00815,1.00825,1.00835,1.00843,1.00851,1.00858,1.00865,1.00871,1.00875,1.00879,1.00882,1.00884,1.00885,1.00886,1.00885,1.00882,1.00879,1.00875,1.00869,1.00862,1.00854,1.00845,1.00835,1.00823,1.00809,1.00795,1.00779,1.00762,1.00743,1.00723,1.00701,1.00679,1.00655,1.00629,1.00602,1.00574,1.00545,1.00515,1.00483,1.00451,1.00417,1.00382,1.00347,1.0031,1.00273,1.00235,1.00197,1.00158,1.00119,1.0008,1.0004,1
1,1.00017,1.00034,1.00052,1.00069,1.00086,1.00103,1.00121,1.00138,1.00155,1.00172,1.0019,1.00207,1.00224,1.00241,1.00259,1.00276,1.00293,1.0031,1.00327,1.00345,1.00362,1.00379,1.00396,1.00413,1.0043,1.00447,1.00464,1.0048,1.00497,1.00513,1.0053,1.00546,1.00562,1.00578,1.00593,1.00609,1.00624,1.00639,1.00654,1.00668,1.00682,1.00696,1.00709,1.00722,1.00734,1.00747,1.00758,1.00769,1.0078,1.0079,1.00799,1.00808,1.00816,1.00824,1.0083,1.00836,1.00841,1.00846,1.00849,1.00852,1.00854,1.00854,1.00854,1.00853,1.0085,1.00847,1.00842,1.00837,1.0083,1.00822,1.00813,1.00802,1.0079,1.00777,1.00763,1.00748,1.00731,1.00713,1.00693,1.00672,1.0065,1.00627,1.00603,1.00577,1.0055,1.00522,1.00492,1.00462,1.00431,1.00399,1.00365,1.00331,1.00297,1.00261,1.00225,1.00188,1.00151,1.00114,1.00076,1.00038,1
1,1.00017,1.00034,1.0005,1.00067,1.00084,1.00101,1.00118,1.00135,1.00152,1.00168,1.00185,1.00202,1.00219,1.00236,1.00253,1.00269,1.00286,1.00303,1.0032,1.00336,1.00353,1.0037,1.00386,1.00403,1.00419,1.00435,1.00452,1.00468,1.00484,1.005,1.00516,1.00531,1.00547,1.00562,1.00577,1.00592,1.00607,1.00621,1.00635,1.00649,1.00662,1.00675,1.00688,1.00701,1.00712,1.00724,1.00735,1.00746,1.00756,1.00765,1.00774,1.00782,1.0079,1.00797,1.00803,1.00808,1.00813,1.00817,1.0082,1.00822,1.00824,1.00824,1.00824,1.00822,1.00819,1.00816,1.00811,1.00806,1.00799,1.00791,1.00781,1.00771,1.0076,1.00747,1.00733,1.00718,1.00701,1.00684,1.00665,1.00645,1.00623,1.00601,1.00577,1.00552,1.00526,1.00499,1.00471,1.00442,1.00412,1.00381,1.00349,1.00317,1.00283,1.00249,1.00215,1.0018,1.00144,1.00109,1.00073,1.00036,1
1,1.00016,1.00033,1.00049,1.00066,1.00082,1.00099,1.00115,1.00132,1.00148,1.00164,1.00181,1.00197,1.00214,1.0023,1.00246,1.00263,1.00279,1.00296,1.00312,1.00328,1.00344,1.0036,1.00376,1.00393,1.00408,1.00424,1.0044,1.00456,1.00471,1.00487,1.00502,1.00517,1.00532,1.00547,1.00561,1.00576,1.0059,1.00603,1.00617,1.0063,1.00643,1.00656,1.00668,1.0068,1.00691,1.00702,1.00712,1.00722,1.00732,1.00741,1.00749,1.00757,1.00764,1.0077,1.00776,1.00781,1.00786,1.00789,1.00792,1.00794,1.00795,1.00795,1.00794,1.00792,1.0079,1.00786,1.00781,1.00775,1.00768,1.00761,1.00751,1.00741,1.0073,1.00717,1.00704,1.00689,1.00673,1.00656,1.00638,1.00618,1.00597,1.00576,1.00553,1.00529,1.00504,1.00478,1.00451,1.00423,1.00394,1.00365,1.00334,1.00303,1.00271,1.00238,1.00205,1.00172,1.00138,1.00104,1.00069,1.00035,1
1,1.00016,1.00032,1.00048,1.00064,1.0008,1.00096,1.00112,1.00128,1.00144,1.00161,1.00177,1.00193,1.00209,1.00225,1.0024,1.00256,1.00272,1.00288,1.00304,1.0032,1.00336,1.00351,1.00367,1.00382,1.00398,1.00413,1.00429,1.00444,1.00459,1.00474,1.00488,1.00503,1.00517,1.00531,1.00545,1.00559,1.00573,1.00586,1.00599,1.00612,1.00624,1.00636,1.00648,1.00659,1.0067,1.0068,1.0069,1.007,1.00709,1.00717,1.00725,1.00732,1.00739,1.00745,1.0075,1.00755,1.00759,1.00762,1.00764,1.00766,1.00767,1.00767,1.00766,1.00764,1.00761,1.00757,1.00752,1.00746,1.00739,1.00732,1.00723,1.00713,1.00701,1.00689,1.00676,1.00661,1.00646,1.00629,1.00611,1.00593,1.00573,1.00552,1.0053,1.00507,1.00483,1.00458,1.00432,1.00405,1.00377,1.00349,1.00319,1.0029,1.00259,1.00228,1.00196,1.00164,1.00132,1.00099,1.00066,1.00033,1
1,1.00016,1.00031,1.00047,1.00063,1.00078,1.00094,1.0011,1.00125,1.00141,1.00157,1.00172,1.00188,1.00203,1.00219,1.00235,1.0025,1.00265,1.00281,1.00296,1.00312,1.00327,1.00342,1.00357,1.00372,1.00387,1.00402,1.00417,1.00432,1.00446,1.00461,1.00475,1.00489,1.00503,1.00517,1.0053,1.00543,1.00556,1.00569,1.00581,1.00594,1.00605,1.00617,1.00628,1.00639,1.00649,1.00659,1.00669,1.00678,1.00686,1.00694,1.00701,1.00708,1.00714,1.0072,1.00725,1.00729,1.00733,1.00736,1.00738,1.00739,1.00739,1.00739,1.00738,1.00736,1.00733,1.00729,1.00724,1.00718,1.00711,1.00704,1.00695,1.00685,1.00674,1.00662,1.00649,1.00635,1.0062,1.00604,1.00587,1.00568,1.00549,1.00529,1.00508,1.00485,1.00462,1.00438,1.00413,1.00387,1.00361,1.00334,1.00306,1.00277,1.00248,1.00218,1.00188,1.00157,1.00126,1.00095,1.00063,1.00032,1
1,1.00015,1.00031,1.00046,1.00061,1.00076,1.00092,1.00107,1.00122,1.00137,1.00153,1.00168,1.00183,1.00198,1.00213,1.00229,1.00244,1.00259,1.00274,1.00289,1.00304,1.00318,1.00333,1.00348,1.00362,1.00377,1.00391,1.00406,1.0042,1.00434,1.00448,1.00462,1.00475,1.00489,1.00502,1.00515,1.00527,1.0054,1.00552,1.00564,1.00576,1.00587,1.00598,1.00609,1.00619,1.00629,1.00638,1.00647,1.00656,1.00664,1.00671,1.00678,1.00685,1.00691,1.00696,1.007,1.00704,1.00708,1.0071,1.00712,1.00713,1.00713,1.00713,1.00711,1.00709,1.00706,1.00702,1.00697,1.00691,1.00684,1.00677,1.00668,1.00658,1.00648,1.00636,1.00623,1.0061,1.00595,1.00579,1.00563,1.00545,1.00526,1.00507,1.00486,1.00465,1.00443,1.0042,1.00396,1.00371,1.00345,1.00319,1.00292,1.00265,1.00237,1.00208,1.0018,1.0015,1.00121,1.00091,1.00061,1.0003,1
